시도,시군구,이름,셀프,주소,번호,고급휘발유,보통휘발유,경유,실내등유
경북,성주군,현대주유소,N,경북 성주군 선남면 성주로 3573,054-931-7175,,1580.0,1425,1250.0
세종,세종시,(주)동인청사 구도일주유소 세종,Y,세종 시청대로 669,044-864-5182,1949.0,1572.0,1412,
세종,세종시,(주)한유에너지 중부주유소,Y,세종시 조치원읍 세종로 2167,044-866-5151,,1695.0,1528,
세종,세종시,CJ대한통운㈜ 중부화물터미널주유소,N,세종특별자치시 부강면 연청로 745-46,044-260-5189,,1659.0,1438,
세종,세종시,HD현대오일뱅크㈜직영 대일주유소,Y,세종특별자치시 연서면 세종로 2137,044-865-5724,1895.0,1568.0,1408,
세종,세종시,HD현대오일뱅크㈜직영 청사셀프주유소,Y,세종특별자치시 다솜로 38 (어진동),044-881-5182,1909.0,1580.0,1430,
세종,세종시,SK 세종전의 주유소㈜이제이파트너스,Y,세종 전의면 세종로 3907,044-868-7149,,1550.0,1345,
세종,세종시,SK에너지㈜ SK행복주유소,Y,세종특별자치시 연기면 정안세종로 1573,044-863-2882,1909.0,1575.0,1415,
세종,세종시,SK에너지㈜ 가람셀프주유소,Y,세종특별자치시 금송로 589,044-868-5117,1909.0,1629.0,1459,
세종,세종시,SK에너지(주) 소담self주유소,Y,세종특별자치시 소담로 40,044-864-5145,1909.0,1572.0,1412,
세종,세종시,고운self주유소,Y,세종특별자치시 마음안로 136  (고운동),044-867-5188,,1575.0,1415,
세종,세종시,굿모닝주유소,N,세종특별자치시 조치원읍 세종로 2712,044-862-7712,,1534.0,1374,1250.0
세종,세종시,그린주유소,Y,세종 조치원읍 세종로 2706,044-866-5142,1875.0,1535.0,1365,1300.0
세종,세종시,금빛주유소,Y,세종특별자치시 조치원읍 새내로 182,044-865-2251,1890.0,1570.0,1410,
세종,세종시,남양대영주유소,Y,세종시 장군면 장기로 842,044-856-5175,,1572.0,1412,1250.0
세종,세종시,내판주유소,N,세종특별자치시 연동면 청연로 639,044-864-9229,,1629.0,1449,1350.0
세종,세종시,대보산업(주)전의산업단지주유소,N,세종 전의면 왕의물로 254,044-866-2161,,1658.0,1498,1400.0
세종,세종시,대영에너지㈜세종지점 다온알뜰주유소,Y,세종특별자치시 세종로 1328 (아름동),044-864-5184,1909.0,1575.0,1415,
세종,세종시,대평주유소,Y,세종특별자치시 금남면 용포로 109,044-866-7061,1845.0,1547.0,1375,1300.0
세종,세종시,동세종농협주유소,N,세종특별자치시 연동면 청연로 490,044-864-0701,,1600.0,1440,1300.0
세종,세종시,동유주유소,N,세종시 조치원읍 새내로 142,044-865-2961,,1629.0,1459,1350.0
세종,세종시,명성self주유소,Y,세종 조치원읍 세종로 2210,044-863-3885,,1553.0,1383,1350.0
세종,세종시,명화제일주유소,N,세종특별자치시 전동면 운주산로 224,044-862-6233,,1579.0,1409,1350.0
세종,세종시,백제주유소,N,세종 소정면 차령고개로 1087,044-523-6565,,1649.0,1499,
세종,세종시,베스트주유소,Y,세종 조치원읍 세종로 2749,044-863-5145,,1545.0,1375,
세종,세종시,보람self주유소,Y,세종시 금남구즉로 19 (대평동),044-868-7250,,1547.0,1375,
세종,세종시,봉암주유소,Y,세종시 연서면 세종로 1899,044-868-5153,,1535.0,1365,
세종,세종시,삼정주유소,N,세종 조치원읍 충현로 53,044-865-2472,,1599.0,1429,1400.0
세종,세종시,새롬주유소,Y,세종시 어울로 77 (새롬동),044-864-5188,,1575.0,1415,
세종,세종시,서세종농협주유소,N,세종 연서면 함박로 122,044-867-2124,,1580.0,1410,1300.0
세종,세종시,세종감성셀프주유소,Y,세종특별자치시 금남면 안금로 581,044-862-3980,,1587.0,1417,
세종,세종시,세종강남농협주유소,Y,세종특별자치시 금남면 성덕영곡길 15,044-862-5182,,1559.0,1379,1200.0
세종,세종시,세종로주유소,Y,세종 전의면 세종로 3880,044-863-4508,,1550.0,1350,
세종,세종시,세종반곡주유소,Y,세종특별자치시 국책연구원3로 9,044-868-6013,,1572.0,1412,
세종,세종시,세종부강농협주유소,Y,세종특별자치시 부강면 부강외천로 10,044-868-6145,,1547.0,1385,1300.0
세종,세종시,세종전의농협주유소,Y,세종 전의면 매실로 6,044-863-6521,,1555.0,1395,1200.0
세종,세종시,세종주유소,Y,세종 소정면 세종로 4313,044-552-5185,,1599.0,1459,
세종,세종시,세종중앙농협주유소,Y,세종특별자치시 연기면 잣띠길 4,044-867-9036,,1535.0,1364,1300.0
세종,세종시,송학주유소,N,세종특별자치시 장군면 의당전의로 677,044-854-1835,,1610.0,1430,1250.0
세종,세종시,승덕주유소,N,세종특별자치시 소정면 세종로 4317,044-566-8351,2295.0,1795.0,1635,
세종,세종시,신사주유소,N,세종특별자치시 부강면 청연로 71,044-275-5522,,1640.0,1490,
세종,세종시,신안주유소,Y,세종특별자치시 조치원읍 세종로 2678,044-865-2321,,1534.0,1364,
세종,세종시,신원self주유소,Y,세종특별자치시 조치원읍 세종로 2562,044-868-5101,,1545.0,1375,
세종,세종시,실광주유소,Y,세종특별자치시 연기면 당산로 239,044-863-7000,,1568.0,1398,1300.0
세종,세종시,씨앤에스유통(주)세종셀프주유소,Y,세종시 다정북로 221(다정동),044-863-6273,,1575.0,1415,
세종,세종시,아성셀프주유소,Y,세종 갈매로 596(도담동),044-863-6631,,1575.0,1415,
세종,세종시,아주알뜰주유소 ㈜아주,Y,세종특별자치시 다정북로 40,044-862-0935,,1575.0,1415,
세종,세종시,연기주유소,N,세종특별자치시 연기면 당산로 116,044-863-7600,,1655.0,1495,1400.0
세종,세종시,영당주유소,Y,세종 전의면 의당전의로 718,044-867-3066,,1579.0,1399,1200.0
세종,세종시,장기주유소,N,세종특별자치시 장군면 장척로 408-7,044-857-3334,,1599.0,1459,1250.0
세종,세종시,전동주유소,N,세종특별자치시 전동면 운주산로 355,044-863-1300,,1599.0,1419,1350.0
세종,세종시,제이비주식회사 세종대평주유소,Y,세종특별자치시 종합운동장로 29,070-4196-7002,,1583.0,1423,
세종,세종시,중앙주유소,Y,세종 조치원읍 새내로 201,044-865-7789,,1567.0,1397,1350.0
세종,세종시,지에스칼텍스㈜ 석곡셀프주유소,Y,세종 전동면 하석곡길 64-10,044-868-3116,,1545.0,1375,1350.0
세종,세종시,지에스칼텍스㈜ 세종청사주유소,Y,세종특별자치시 보듬5로 6,044-862-5117,,1585.0,1430,
세종,세종시,진안세종셀프주유소,Y,세종 부강면 부강외천로 301,044-275-5144,,1587.0,1429,
세종,세종시,진영주유소,Y,세종 소정면 세종로 4732,044-866-0220,,1579.0,1409,1150.0
세종,세종시,차사랑주유소,N,세종 부강면 부강외천로 271,044-277-5179,,1598.0,1438,1400.0
세종,세종시,충청에너지주유소,Y,세종특별자치시 전의면 세종로 3894,044-862-5133,,1550.0,1370,1200.0
세종,세종시,태산주유소,Y,세종특별자치시 소정면 세종로 4274,044-523-6565,,1599.0,1459,
세종,세종시,평산주유소,Y,세종특별자치시 조치원읍 허만석로 84,044-867-5189,,1589.0,1409,1500.0
세종,세종시,해광셀프주유소,Y,세종시 소정면 세종로 4679,044-866-5183,,1585.0,1425,1200.0
세종,세종시,행복주유소,Y,세종시 부강면 시목부강로 423,044-863-5187,,1529.0,1379,
세종,세종시,홍대셀프주유소,Y,세종특별자치시 조치원읍 세종로 2654,044-865-9966,,1565.0,1375,
세종,세종시,황용주유소,N,세종 금남면 황용1길 40,044-867-8554,,1625.0,1475,1500.0
세종,세종시,흥진셀프주유소,Y,세종시 조치원읍 세종로 2563,044-866-5104,,1555.0,1385,1350.0
강원,속초시,(주)미파랑 오일뱅크,Y,강원 속초시 동해대로 4043 (조양동),033-635-1951,1716.0,1558.0,1388,
강원,속초시,HD현대오일뱅크㈜직영 동해유업주유소,Y,강원 속초시 동해대로 3885 (조양동),033-633-2829,1797.0,1574.0,1449,
강원,속초시,HD현대오일뱅크㈜직영 프라자주유소,N,강원도 속초시  관광로 486 (노학동),033-635-9800,1997.0,1575.0,1457,1230.0
강원,속초시,SK속초주유소,Y,강원 속초시 동해대로 3834 (대포동),033-635-9705,1757.0,1597.0,1397,
강원,속초시,SK에너지(주) 척산주유소,Y,강원 속초시 온천로 161 (노학동),033-636-1177,,1529.0,1449,1300.0
강원,속초시,강토탈 구도일주유소 뉴설악,Y,강원 속초시 설악산로 35 (도문동),033-635-5308,,1597.0,1437,1200.0
강원,속초시,구도일주유소,Y,강원 속초시 동해대로 4122 (조양동),033-635-8950,,1558.0,1388,1200.0
강원,속초시,대청봉주유소,N,강원 속초시 설악산로 441 (도문동),033-635-2800,,1675.0,1498,1500.0
강원,속초시,대흥주유소,N,강원 속초시 설악산로 74 (도문동),033-631-3766,,1599.0,1437,1200.0
강원,속초시,동명셀프점 드림에너지㈜,Y,강원 속초시 장안로 21,033-633-2284,,1598.0,1448,1200.0
강원,속초시,드림에너지(주)직영드림주유소,N,강원 속초시 번영로 178 (영랑동),033-637-2989,,1639.0,1489,1200.0
강원,속초시,만천주유소,Y,강원 속초시 온천로 269 (교동),033-638-5182,1829.0,1597.0,1469,1200.0
강원,속초시,새마을금고주유소,Y,강원 속초시 동해대로 4232 (교동),033-635-1100,1697.0,1514.0,1365,1150.0
강원,속초시,소나무주유소,Y,강원 속초시 온천로 3(노학동),033-636-5101,,1524.0,1395,
강원,속초시,속초농협클린주유소,Y,강원 속초시 동해대로 4198 (교동),033-636-1680,,1554.0,1385,1200.0
강원,속초시,여정주유소,Y,강원 속초시 중앙로 355 (영랑동),033-631-5182,,1568.0,1408,1190.0
강원,속초시,온정주유소,N,강원 속초시 온천로 118 (노학동),033-637-5189,,1598.0,1458,1300.0
강원,속초시,유진주유소 에스케이,Y,강원 속초시 동해대로 4168 (조양동),033-635-5145,,1599.0,1429,1200.0
강원,속초시,장원주유소,Y,강원 속초시 미시령로 3271 (교동),033-636-2666,,1648.0,1498,1250.0
강원,속초시,학사평주유소,Y,강원 속초시 원암학사평길 50 (노학동),033-638-5181,,1549.0,1374,1200.0
강원,속초시,한남주유소,N,강원 속초시 동해대로 4446 (장사동),033-637-0777,,1597.0,1437,1300.0
서울,송파구,(유)호림플러스홀딩스 남성주유소,Y,서울 송파구 백제고분로 474,02-423-5128,,1657.0,1499,
서울,송파구,(주)삼표에너지 아시아주유소,Y,서울 송파구 도곡로 438 (잠실동),02-416-1911,1813.0,1613.0,1463,
서울,송파구,(주)삼표에너지 우리주유소,Y,서울 송파구 동남로 153,02-3401-1588,1817.0,1617.0,1497,1600.0
서울,송파구,(주)삼표에너지 훼미리주유소,Y,서울 송파구 중대로 58 (문정동),02-448-9252,1833.0,1623.0,1453,1621.0
서울,송파구,(주)신화에너지 서울지점,Y,서울 송파구 가락로 47 (석촌동),02-2202-8484,,1639.0,1463,
서울,송파구,(주)유진주유소,N,서울 송파구 동남로 325 (오금동),02-406-3956,,1623.0,1468,
서울,송파구,(주)잠실에너지,Y,서울 송파구 송파대로 442 (송파동),02-414-5010,1793.0,1623.0,1443,
서울,송파구,(주)정직한주유소,Y,서울 송파구 오금로 455 (거여동),02-406-4634,,1637.0,1497,
서울,송파구,(주)퍼스트오일서울주유소,N,서울 송파구 문정로 153,02-407-0708,,1610.0,1510,1500.0
서울,송파구,HD현대오일뱅크㈜직영 올림픽셀프주유소,Y,서울 송파구 위례성대로 188 (오금동),02-448-9804,1814.0,1658.0,1533,
서울,송파구,HD현대오일뱅크㈜직영 잠실셀프주유소,Y,서울 송파구 송파대로 397 (석촌동),02-417-7111,1793.0,1608.0,1443,1560.0
서울,송파구,남성대주유소,Y,서울 송파구 송파대로 52 (장지동),02-409-2211,,1613.0,1463,1500.0
서울,송파구,대성석유(주)석촌주유소,N,서울 송파구 백제고분로 289,02-421-0051,1838.0,1647.0,1537,1500.0
서울,송파구,대성주유소,N,서울 송파구 마천로 230 (마천동),02-431-1991,,1608.0,1458,1500.0
서울,송파구,대신석유(주)진양주유소,N,서울 송파구 올림픽로 499 (풍납동),02-477-1906,1998.0,1898.0,1768,
서울,송파구,방이주유소,N,서울 송파구 위례성대로12길 38 (방이동),02-424-3051,,1635.0,1495,
서울,송파구,백제고분로주유소,Y,서울 송파구 오금로 143 (방이동),02-2202-4050,1793.0,1638.0,1499,
서울,송파구,삼화주유소,Y,서울 송파구 백제고분로 125,02-2203-2280,1803.0,1613.0,1453,
서울,송파구,상아주유소,Y,서울 송파구 거마로 82,02-409-8251,,1603.0,1433,1450.0
서울,송파구,송파스마일주유소,Y,서울 송파구 송이로 28 (송파동),02-2203-3737,1793.0,1608.0,1433,
서울,송파구,완불주유소,Y,서울 송파구 송파대로 3 (장지동),02-3402-2900,1823.0,1612.0,1473,
서울,송파구,위례드림주유소,Y,서울시 송파구  위례중앙로 10,02-404-5189,1813.0,1613.0,1463,
서울,송파구,위례제일주유소 (주)버드에너지,Y,서울 송파구 위례서로 260,02-408-9951,,1613.0,1443,
서울,송파구,제트라인DM주유소,N,서울 송파구 중대로 183 (가락동),02-430-5151,,1625.0,1478,
서울,송파구,지에스이앤알 직영 송파제일주유소,Y,서울 송파구 삼학사로 50 (석촌동),02-424-2900,,1623.0,1453,
서울,송파구,지에스칼텍스(주)가든파이브주유소,Y,서울 송파구 탄천동로 740,02-409-5145,1813.0,1613.0,1463,
서울,송파구,지에스칼텍스(주)스마트위례주유소,Y,서울 송파구 위례중앙로 43 (장지동),02-409-5185,1813.0,1613.0,1463,
서울,송파구,한강에너지(주)퍼스트주유소,Y,서울 송파구 삼학사로 22 (석촌동),02-422-2834,1813.0,1623.0,1453,
대구,수성구,(주)HC대하에너지 HC주유소,Y,대구 수성구 달구벌대로 2457 (범어2동),053-743-3382,1958.0,1598.0,1398,
대구,수성구,(주)담티주유소,Y,대구 수성구 달구벌대로 2689 (만촌동),053-745-5189,1978.0,1638.0,1478,1558.0
대구,수성구,KK(주)중앙2주유소,N,대구 수성구 화랑로 138,053-745-0049,,1529.0,1355,1400.0
대구,수성구,가든주유소,N,대구 수성구 청호로 417 (범어동),053-741-5152,1958.0,1638.0,1468,
대구,수성구,구도일주유소 무열로,N,대구 수성구 무열로 181 (만촌동),053-754-5915,1929.0,1559.0,1359,
대구,수성구,그린주유소,Y,대구 수성구  달구벌대로 2899 (연호동),053-792-0891,,1515.0,1345,
대구,수성구,기분좋은주유소,N,대구 수성구 희망로 101-1 (중동),053-761-6051,,1524.0,1354,
대구,수성구,노변주유소,Y,대구 수성구 달구벌대로 3142,053-791-5493,1925.0,1565.0,1398,1325.0
대구,수성구,대림주유소,N,대구 수성구 용학로 244 (지산동),053-781-5151,,1529.0,1365,
대구,수성구,대성산업(주) 대경주유소,Y,대구 수성구 달구벌대로 3219 (고산3동),053-792-0612,1895.0,1555.0,1388,
대구,수성구,대한주유소,N,대구 수성구 달구벌대로 3322 (신매동),053-795-0088,,1568.0,1398,
대구,수성구,메트로팔레스주유소,Y,대구 수성구 화랑로 20 (만촌동),053-755-8833,,1549.0,1359,
대구,수성구,문화주유소,Y,대구 수성구 청호로 93 (지산동),053-782-3300,,1515.0,1345,
대구,수성구,버디클럽오일뱅크,N,대구 수성구 무학로 12 (상동),053-768-2600,,1515.0,1345,1400.0
대구,수성구,사랑가득주유소,Y,대구 수성구 동대구로 221 (황금동),053-767-1010,1899.0,1579.0,1399,1500.0
대구,수성구,샛별주유소,Y,대구 수성구 무열로 73 (만촌동),053-742-9666,,1549.0,1359,
대구,수성구,수성주유소,N,대구 수성구 수성로 1 (상동),053-764-3030,,1554.0,1397,1400.0
대구,수성구,수성착한주유소,Y,대구 수성구 신천동로 85,053-768-5100,1795.0,1545.0,1369,
대구,수성구,수성현대셀프주유소,Y,대구 수성구 동대구로 74 (지산동),053-767-5142,1776.0,1485.0,1345,
대구,수성구,신세계주유소,N,대구 수성구 파동로 159 (파동),053-767-7894,,1556.0,1375,1400.0
대구,수성구,에스제이주유소,N,대구 수성구 달구벌대로 2650 (만촌동),053-751-5151,1938.0,1578.0,1408,1300.0
대구,수성구,지에스칼텍스(주) 황금기름창고주유소,Y,대구 수성구 청수로 87 (황금동),053-766-5151,1798.0,1529.0,1359,
대구,수성구,지에스칼텍스㈜삼보주유소,Y,대구 수성구 무학로 61 (상동),053-764-3551,1798.0,1529.0,1359,
대구,수성구,지에스칼텍스(주)화남주유소,N,대구 수성구 달구벌대로 3063,053-791-8900,,1559.0,1399,1500.0
대구,수성구,지에스칼텍스(주)황금캐슬주유소,Y,대구 수성구 청수로 172 (지산동),053-765-7100,1798.0,1529.0,1359,
대구,수성구,태영주유소,Y,대구 수성구 국채보상로 964 (범어동),010-3529-6200,,1548.0,1359,
대구,수성구,파동주유소,N,대구 수성구 파동로 71,053-768-8182,,1556.0,1325,1300.0
대구,수성구,하나주유소,N,대구 수성구 달구벌대로 3299 (사월동),053-794-9330,,1568.0,1398,
대구,수성구,한결주유소,Y,대구 수성구 지범로 50,053-783-6886,,1665.0,1495,
대구,수성구,한국광유(주)남부주유소,Y,대구 수성구 달구벌대로 2626 (만촌동),053-754-4451,1955.0,1555.0,1398,
대구,수성구,한국광유(주)청기와주유소,Y,대구 수성구 화랑로 222 (만촌동),053-941-4422,1895.0,1535.0,1398,1400.0
대구,수성구,한일주유소,Y,대구 수성구 청수로 162 (지산동),053-766-2966,,1484.0,1344,
대구,수성구,흥구석유(주)동신주유소,Y,대구 수성구 청수로 94,053-768-8383,,1525.0,1355,
대구,수성구,흥구석유(주)만촌주유소,Y,대구 수성구 화랑로 170 (만촌동),053-743-3514,1879.0,1515.0,1345,
부산,수영구,(주)경인에너지 광안리주유소,Y,부산 수영구 광남로 83,051-754-9799,1759.0,1543.0,1353,
부산,수영구,(주)세왕에너지 세진주유소,Y,부산 수영구 광남로 176 (민락동),051-755-8188,,1543.0,1353,
부산,수영구,(주)청유주유소,Y,부산 수영구 좌수영로 147 (망미동),051-757-8806,1948.0,1748.0,1548,
부산,수영구,SK에너지(주)강일주유소,Y,부산 수영구 연수로 411,051-752-6371,,1760.0,1662,
부산,수영구,금련산주유소,N,부산 수영구 수영로 491 (남천동),051-621-5189,1845.0,1635.0,1475,1550.0
부산,수영구,금호주유소,N,"부산 수영구 과정로 4,  (망미동)",051-756-3792,,1749.0,1569,1500.0
부산,수영구,대양산업(주)대영주유소,Y,부산 수영구 수영로 731,051-753-0360,,1584.0,1394,1550.0
부산,수영구,땡큐망미주유소,Y,부산 수영구  연수로 254 (망미동),051-752-6056,,1577.0,1397,
부산,수영구,마린타이거주유소,Y,부산 수영구 광남로 241 (민락동),051-756-0903,,1543.0,1353,
부산,수영구,센텀타이거주유소,Y,부산 수영구 민락본동로 30,051-751-2281,,1565.0,1385,
부산,수영구,신영주유소,N,부산 수영구 과정로 23,051-756-4518,,1553.0,1353,
부산,수영구,지에스칼텍스(주) 언덕주유소,Y,부산 수영구 연수로 239,051-757-6100,1803.0,1579.0,1399,1500.0
부산,수영구,지에스칼텍스㈜ 인성셀프주유소,Y,부산 수영구 연수로 250 (망미동),051-752-9475,1799.0,1579.0,1399,
부산,수영구,지에스칼텍스(주)부산주유소,Y,부산 수영구 수영로 558 (광안동),051-753-0569,1813.0,1584.0,1484,
경기,수원시,㈜거창에너지 권선제일주유소,N,경기 수원시 권선구 경수대로 350 (권선동),031-232-1548,,1558.0,1388,1700.0
경기,수원시,(주)나눔에너지,Y,경기 수원시 영통구 영통로 171,031-205-5151,,1628.0,1468,
경기,수원시,(주)대호주유소,Y,경기 수원시 영통구 창룡대로 442 (이의동),031-243-6022,1847.0,1627.0,1447,
경기,수원시,(주)대황교동주유소,N,경기 수원시 권선구 정조로 235 (대황교동),031-232-3100,,1709.0,1599,
경기,수원시,(주)디오티디 수원몬스터 주유소,Y,경기 수원시 권선구  매송고색로 789 (고색동),031-994-5185,,1550.0,1360,
경기,수원시,(주)디오티디 수원햄스터주유소,Y,경기 수원시 권선구 매송고색로 810,031-297-5185,,1550.0,1360,
경기,수원시,㈜레드에너지,Y,경기 수원시 권선구 수인로 23,031-296-6060,,1557.0,1367,
경기,수원시,(주)미래석유 역전주유소,Y,경기 수원시 권선구 덕영대로 1000 (세류동),031-237-8134,,1568.0,1388,1500.0
경기,수원시,㈜수원에너지뱅크,Y,경기 수원시 권선구 서수원로63번길 171,031-293-5454,,1545.0,1339,
경기,수원시,(주)어울림주유소,Y,경기 수원시 권선구 매송고색로 498,031-255-2661,,1548.0,1378,1500.0
경기,수원시,㈜원일유통 선화주유소,Y,경기 수원시 권선구 매송고색로 552 (오목천동),031-232-5189,,1540.0,1367,
경기,수원시,㈜원일유통구도일 광교신도시주유소,Y,경기 수원시 영통구 광교호수로 328-142,031-213-8737,,1585.0,1395,
경기,수원시,(주)청담금곡주유소,Y,경기 수원시 권선구 금곡로212번길 26,031-224-5151,1868.0,1568.0,1384,1540.0
경기,수원시,(주)청담아이파크주유소,Y,경기 수원시 권선구 경수대로 229 (세류동),031-232-0202,1855.0,1565.0,1385,
경기,수원시,(주)한미석유 매탄동주유소,Y,경기 수원시 영통구 동탄원천로 1015 (매탄동),031-217-5108,,1615.0,1435,
경기,수원시,(주)한미석유 성광주유소,Y,경기 수원시 영통구 창룡대로 243,031-241-5185,,1595.0,1415,
경기,수원시,(주)한미석유 진흥주유소,Y,경기 수원시 권선구 수인로 173 (서둔동),031-295-5185,,1558.0,1378,
경기,수원시,㈜한미석유직영 동수원톨게이트주유소,Y,경기 수원시 영통구 창룡대로 363 (이의동),031-256-5691,1847.0,1627.0,1447,
경기,수원시,BMW주유소,N,경기 수원시 권선구 동수원로 258 (권선동),031-221-5270,1825.0,1615.0,1435,
경기,수원시,C＆S유통(주)구도일주유소일류,N,경기 수원시 장안구 경수대로 1029 (파장동),031-257-1150,,1605.0,1435,1440.0
경기,수원시,HD현대오일뱅크㈜직영 동수원현대셀프주유소,Y,경기 수원시 영통구 중부대로 277 (원천동),031-216-9663,1869.0,1588.0,1473,
경기,수원시,HD현대오일뱅크㈜직영 송죽현대셀프주유소,Y,경기 수원시 장안구 경수대로 992 (송죽동),031-258-7211,1844.0,1556.0,1394,
경기,수원시,HD현대오일뱅크㈜직영 수원제일주유소,N,경기 수원시 팔달구 권광로 273,031-216-5160,2054.0,1597.0,1447,
경기,수원시,HD현대오일뱅크㈜직영 영통제일셀프주유소,Y,경기 수원시 영통구 영통로 317 (매탄동),031-211-2255,1859.0,1614.0,1479,
경기,수원시,HD현대오일뱅크㈜직영 천천현대셀프주유소,Y,경기 수원시 장안구 덕영대로 557,031-269-5151,1869.0,1588.0,1458,
경기,수원시,HD현대오일뱅크㈜직영 호수공원셀프주유소,Y,경기 수원시 영통구 광교호수로 124,031-217-5144,1869.0,1593.0,1469,1579.0
경기,수원시,SK에너지(주) SK드림주유소,Y,경기 수원시 권선구 권선로 679 (권선동),031-237-5189,,1564.0,1409,1570.0
경기,수원시,SK에너지(주) SK호매실주유소,Y,경기 수원시 권선구 서수원로 453,031-296-8668,1859.0,1569.0,1385,
경기,수원시,경원주유소,N,경기 수원시 권선구 권광로 80 (권선동),031-233-6678,,1554.0,1374,1490.0
경기,수원시,경진셀프주유소,Y,경기 수원시 장안구 경수대로 1059,031-252-5149,,1608.0,1438,
경기,수원시,경희주유소,N,경기 수원시 영통구 덕영대로 1729 (영통동),031-205-0878,1825.0,1615.0,1435,
경기,수원시,골든벨주유소,Y,경기 수원시 권선구 서부로 1650 (고색동),031-297-5182,1863.0,1583.0,1393,1400.0
경기,수원시,구도일 새한주유소,N,경기 수원시 장안구  서부로 2348 (이목동),031-269-5120,,1664.0,1494,
경기,수원시,구도일삼익씨앤에스유통(주),Y,경기도 수원시 장안구  경수대로 1104 (파장동),031-255-2096,,1585.0,1395,
경기,수원시,기분좋은주유소,N,경기 수원시 장안구 서부로 2175 (율전동),031-207-5145,1977.0,1839.0,1679,1700.0
경기,수원시,뉴금강주유소,Y,경기 수원시 권선구 매송고색로 577,031-246-5151,,1550.0,1360,
경기,수원시,대성산업(주)수원주유소,Y,경기 수원시 장안구 경수대로 868 (조원동),031-243-3535,,1585.0,1399,
경기,수원시,대신self주유소,Y,경기 수원시 장안구  경수대로 1011,031-245-8952,,1558.0,1389,
경기,수원시,대신자연에너지,Y,경기 수원시 영통구 권선로 927,031-202-5151,,1579.0,1389,
경기,수원시,대원주유소,N,경기 수원시 장안구 경수대로 772 (영화동),031-255-8061,,1558.0,1388,
경기,수원시,덕원주유소,Y,경기 수원시 권선구 권선로 258 (고색동),031-292-4799,,1550.0,1360,1500.0
경기,수원시,도이치에너지,Y,경기 수원시 권선구 권선로 334 (고색동),031-293-5179,1860.0,1550.0,1360,1400.0
경기,수원시,동문A주유소,Y,경기 수원시 영통구 창룡대로 370,031-258-0282,1847.0,1627.0,1447,
경기,수원시,동문B주유소,Y,경기 수원시 영통구 창룡대로 380 (이의동),031-256-8879,1847.0,1627.0,1447,
경기,수원시,동일석유(주) 금호셀프주유소,Y,경기 수원시 장안구 경수대로 852 (조원동),031-258-2892,,1554.0,1384,
경기,수원시,드림에너지(주)배트맨주유소,Y,경기 수원시 장안구 경수대로 818,031-258-0445,,1554.0,1384,1400.0
경기,수원시,명품주유소,Y,경기 수원시 권선구 권선로 651 (권선동),031-232-6051,,1554.0,1384,1500.0
경기,수원시,미래주유소,N,경기도 수원시 영통구  창룡대로 266 (광교1동),031-245-5188,,1716.0,1556,
경기,수원시,법원주유소,N,"경기 수원시 영통구 중부대로 309,  (원천동)",031-214-5182,,1628.0,1458,
경기,수원시,북수원주유소,Y,경기 수원시 장안구 서부로 2201 (율전동),031-207-5189,1774.0,1554.0,1384,
경기,수원시,비행장주유소,Y,경기 수원시 권선구 정조로 291,031-222-7007,,1588.0,1418,
경기,수원시,삼미상사(주)권선로셀프주유소,Y,경기 수원시 권선구 권선로 644,031-898-7190,,1557.0,1387,
경기,수원시,삼성주유소,N,경기 수원시 영통구 매영로 248 (원천동),031-216-3001,,1628.0,1478,1500.0
경기,수원시,서부주유소,N,경기 수원시 팔달구 수성로 188 (화서동),031-243-8087,,1615.0,1435,
경기,수원시,서수원주유소,Y,경기 수원시 권선구 서부로 1963 (구운동),031-296-0017,,1608.0,1438,
경기,수원시,서수원주유소,N,경기 수원시 권선구 효행로 50,031-294-6051,,1548.0,1368,1400.0
경기,수원시,솔밭주유소,N,경기 수원시 장안구 장안로 357 (정자동),031-254-7027,,1629.0,1529,
경기,수원시,수안주유소,Y,경기 수원시 장안구 경수대로 1246 (파장동),031-243-4412,1778.0,1558.0,1389,
경기,수원시,수원고속주유소,Y,경기 수원시 영통구 중부대로 384,031-213-7777,1773.0,1563.0,1373,
경기,수원시,수원역주유소,Y,경기 수원시 권선구 덕영대로 1003 (세류동),031-237-2010,,1568.0,1388,
경기,수원시,슈퍼맨주유소,N,경기 수원시 권선구 덕영대로 1139 (세류동),031-224-5100,,1578.0,1398,1600.0
경기,수원시,에이제이에너지(주)직영 정자주유소,Y,경기 수원시 장안구 정자천로 175,031-269-0051,1878.0,1568.0,1398,
경기,수원시,영화셀프주유소,Y,경기 수원시 장안구 수성로290번길 3 (영화동),031-244-2722,,1604.0,1448,
경기,수원시,오목천주유소,N,경기 수원시 권선구 오목천로 40 (오목천동),031-293-9008,,1557.0,1367,
경기,수원시,오션주유소,Y,경기 수원시 권선구 매송고색로 843 (평동),031-298-8820,,1550.0,1360,
경기,수원시,오일나우 두번째주유소,Y,경기 수원시 장안구 장안로 153,031-245-0396,,1570.0,1420,
경기,수원시,월드컵주유소,Y,경기 수원시 영통구 광교로 66 (이의동),031-214-5189,1847.0,1627.0,1447,
경기,수원시,유신주유소,Y,경기 수원시 영통구 영통로 299,031-216-1475,,1615.0,1455,
경기,수원시,인계동주유소,Y,경기 수원시 팔달구 인계로 139 (인계동),031-215-8101,,1558.0,1378,
